Full name,Unique Employee ID,Department,Position,Employee Type,Employee Type 2,Working hours,Hourly rate,Employment start date,Reporting to,Reporting to ID,Separation Reason,Gender,Ethnicity,Age,Termination Date ,Region,Report Date
Tabitha Miller,394572,Production,Building surveyor,Part-time,Permanent,24,63.92223055,2020-04-11,Manager 14,49,,Female,Group c,54,,East,2023-09-01
Holly Sparks,868994,Sales,Company secretary,Full-time,Temporary,40,40.81600315,2020-04-11,Manager 46,11,,Female,Group c,67,,Northwest,2023-09-01
Donald Mitchell,696549,Legal,Historic buildings inspector/conservation officer,Part-time,Temporary,24,77.58583806,2020-04-13,Manager 26,44,,Male,Group B,29,,Northwest,2023-09-01
Bryan Miller,710114,Business Management,Applications developer,Full-time,Temporary,40,82.20315208,2020-04-13,Manager 41,34,,Male,Group A,39,,East,2023-09-01
Todd Suarez,366467,Marketing,Corporate treasurer,Full-time,Temporary,40,85.8048471,2020-04-14,Manager 44,21,,Male,Group B,49,,Midwest,2023-09-01
Jesse Wallace,870078,Business Management,Trading standards officer,Part-time,Temporary,24,24.81369959,2020-04-15,Manager 32,33,,Male,Group D,29,,Midwest,2023-09-01
Derek Sutton,375611,Sales,"Programmer, applications",Contractor,Permanent,40,71.90147702,2020-04-19,Manager 2,40,,Female,Group A,35,,East,2023-09-01
Samantha Murray,753204,Logistics,Financial planner,Contractor,Permanent,32,26.41810621,2020-04-22,Manager 20,23,,Female,Group E,65,,Central,2023-09-01
Rachel Mendoza,103867,Legal,Pension scheme manager,Contractor,Temporary,40,38.38078977,2020-04-25,Manager 23,27,,Male,Group D,55,,North,2023-09-01
James Romero,999073,Legal,"Engineer, technical sales",Full-time,Permanent,40,21.28578196,2020-04-25,Manager 48,42,,Male,Group D,53,,Northwest,2023-09-01
Michelle Casey,130862,Logistics,Occupational therapist,Contractor,Permanent,40,62.15492999,2020-04-26,Manager 33,9,,Female,Group E,31,,South,2023-09-01
Teresa Hayes,180899,Production,Rural practice surveyor,Part-time,Temporary,24,34.42448473,2020-04-26,Manager 5,13,,Female,Group B,23,,Midwest,2023-09-01
Gabrielle Clark,379981,IT,"Geneticist, molecular",Contractor,Temporary,32,54.88741692,2020-04-27,Manager 9,48,,Male,Group E,32,,North,2023-09-01
Sarah James DVM,275925,Marketing,Quantity surveyor,Part-time,Temporary,32,87.62087288,2020-04-28,Manager 36,32,,Male,Group A,63,,Central,2023-09-01
Gilbert Morris,449818,Business Management,"Engineer, electrical",Contractor,Permanent,24,28.77343105,2020-04-28,Manager 19,30,,Male,Group A,22,,Northwest,2023-09-01
Stephanie Bell,971506,Business Management,"Merchandiser, retail",Part-time,Permanent,24,74.62456684,2020-04-28,Manager 48,42,,Male,Group A,62,,East,2023-09-01
Jocelyn Dunn,649170,Marketing,"Therapist, sports",Contractor,Temporary,40,70.30581882,2020-04-29,Manager 7,31,Voluntary,Female,Group A,24,2020-10-21,Central,2023-09-01
Walter Reed,210591,Sales,"Engineer, automotive",Full-time,Permanent,40,45.23650899,2020-05-01,Manager 8,17,,Male,Group B,67,,Midwest,2023-09-01
Linda Stephenson,161227,Production,Education administrator,Full-time,Permanent,40,33.0856988,2020-05-02,Manager 27,1,,Female,Group E,60,,Northwest,2023-09-01
Cody Jenkins,950700,Marketing,"Runner, broadcasting/film/video",Part-time,Permanent,24,21.76581191,2020-05-02,Manager 2,40,,Female,Group B,23,,South,2023-09-01
Kimberly Gregory,587022,Marketing,Accounting technician,Part-time,Temporary,24,53.39103803,2020-05-03,Manager 26,44,,Male,Group c,22,,North,2023-09-01
Karen Ward,348563,HR,Chartered management accountant,Contractor,Permanent,40,36.1153508,2020-05-04,Manager 21,45,,Male,Group E,40,,Central,2023-09-01
Jessica Rowe,357789,HR,Barista,Full-time,Temporary,40,30.02955022,2020-05-06,Manager 11,16,,Male,Group E,22,,Central,2023-09-01
Ashley Gates,546603,Sales,Records manager,Part-time,Temporary,24,68.33030833,2020-05-06,Manager 28,6,Voluntary,Male,Group E,58,2020-08-11,South,2023-09-01
Colleen Reyes,626130,Legal,Film/video editor,Full-time,Temporary,40,64.832715,2020-05-10,Manager 30,20,,Female,Group D,67,,South,2023-09-01
Brent Watson,960386,IT,"Engineer, civil (consulting)",Contractor,Temporary,40,27.8142151,2020-05-10,Manager 43,39,Voluntary,Female,Group E,42,2021-03-02,Midwest,2023-09-01
Holly Hensley,204123,Legal,Radio broadcast assistant,Part-time,Permanent,32,28.24911383,2020-05-12,Manager 40,18,Involuntary,Female,Group B,36,2020-09-23,East,2023-09-01
Amanda Hudson,419888,HR,Trading standards officer,Full-time,Temporary,40,30.46315079,2020-05-12,Manager 6,50,Involuntary,Female,Group E,29,2021-06-19,Northwest,2023-09-01
Bradley Murphy,137477,Logistics,Garment/textile technologist,Full-time,Temporary,40,56.31302491,2020-05-15,Manager 35,29,,Female,Group A,26,,East,2023-09-01
Elizabeth King,201610,Legal,Quarry manager,Contractor,Temporary,40,33.93254677,2020-05-15,Manager 50,28,,Male,Group E,25,,Northwest,2023-09-01
Randy Johnson,150507,Production,Broadcast presenter,Part-time,Permanent,24,21.42165944,2020-05-16,Manager 45,12,,Male,Group D,55,,Central,2023-09-01
Patricia Anthony,664998,Marketing,Science writer,Part-time,Temporary,32,53.91472146,2020-05-17,Manager 44,21,,Female,Group E,36,,Northwest,2023-09-01
Aaron Lawson,915698,IT,Accounting technician,Part-time,Permanent,32,81.12589592,2020-05-17,Manager 31,2,,Male,Group B,33,,Central,2023-09-01
Daniel Summers,404466,Production,Public affairs consultant,Full-time,Permanent,40,86.11084057,2020-05-18,Manager 5,13,,Female,Group c,22,,East,2023-09-01
Elizabeth Morgan,335827,Legal,Equities trader,Full-time,Permanent,40,89.33442778,2020-05-19,Manager 14,49,,Female,Group B,25,,East,2023-09-01
Alyssa Mitchell,309551,Accounting,Field seismologist,Part-time,Temporary,32,58.25398097,2020-05-20,Manager 20,23,,Female,Group A,56,,South,2023-09-01
Maria Rogers,358278,Tech,Mining engineer,Full-time,Temporary,40,26.71279581,2020-05-22,Manager 21,45,,Male,Group B,51,,Northwest,2023-09-01
Katherine Bowman,382378,Accounting,"Scientist, water quality",Full-time,Temporary,40,86.25949885,2020-05-22,Manager 8,17,Involuntary,Male,Group B,67,2022-08-04,East,2023-09-01
Eric Moreno,417255,Production,"Teacher, secondary school",Contractor,Permanent,24,41.16789625,2020-05-23,Manager 3,14,Involuntary,Female,Group D,23,2021-07-15,East,2023-09-01
Sarah Robles,388774,IT,Computer games developer,Full-time,Permanent,40,84.22340341,2020-05-26,Manager 16,8,,Male,Group E,63,,East,2023-09-01
Terry Johnston,591684,Tech,Glass blower/designer,Full-time,Permanent,40,26.20642244,2020-05-26,Manager 43,39,,Female,Group c,39,,East,2023-09-01
Jonathan Dominguez,817490,Tech,Clinical psychologist,Contractor,Permanent,40,34.27577457,2020-05-26,Manager 1,19,,Female,Group D,49,,North,2023-09-01
Lori Townsend,259831,Sales,Chartered loss adjuster,Part-time,Permanent,32,71.91965293,2020-05-27,Manager 47,3,,Female,Group D,34,,North,2023-09-01
Anna Floyd,569068,Logistics,Chief Strategy Officer,Contractor,Temporary,40,56.28396874,2020-05-28,Manager 31,2,,Female,Group c,34,,South,2023-09-01
Jason Moody,577088,IT,Acupuncturist,Full-time,Temporary,40,74.18405913,2020-05-28,Manager 11,16,,Female,Group B,25,,Northwest,2023-09-01
Ashley Leonard,903762,Accounting,Product manager,Contractor,Permanent,24,24.73028146,2020-05-29,Manager 3,14,,Female,Group c,30,,North,2023-09-01
Kristen Gilmore,493716,Logistics,"Designer, fashion/clothing",Contractor,Temporary,32,27.46658345,2020-05-30,Manager 37,7,,Male,Group E,47,,Central,2023-09-01
Patricia Salazar,761006,HR,Professor Emeritus,Part-time,Permanent,24,50.64983063,2020-05-30,Manager 4,5,,Female,Group c,33,,North,2023-09-01
John Thomas,218415,Business Management,Educational psychologist,Contractor,Permanent,24,41.85109825,2020-05-31,Manager 25,26,,Male,Group c,47,,Central,2023-09-01
Yesenia Galloway,318629,HR,Air cabin crew,Contractor,Permanent,40,59.27211939,2020-05-31,Manager 28,6,,Female,Group B,21,,Midwest,2023-09-01
Patricia Jackson,434189,Logistics,"Therapist, speech and language",Contractor,Permanent,32,22.06995498,2020-06-01,Manager 4,5,,Male,Group B,52,,East,2023-09-01
Bill Higgins,466682,Marketing,Records manager,Part-time,Permanent,32,24.4850328,2020-06-01,Manager 24,22,,Female,Group E,64,,Northwest,2023-09-01
Dylan Lindsey,233704,Sales,"Psychologist, clinical",Part-time,Temporary,32,26.0241067,2020-06-02,Manager 48,42,,Female,Group D,65,,Northwest,2023-09-01
Haley Freeman,594096,Business Management,"Engineer, drilling",Part-time,Temporary,32,62.59417178,2020-06-04,Manager 38,38,Involuntary,Female,Group c,26,2020-10-23,Central,2023-09-01
Bailey Tanner,202841,Business Management,Building surveyor,Contractor,Permanent,32,67.23941923,2020-06-06,Manager 24,22,Involuntary,Female,Group c,26,2022-05-18,Central,2023-09-01
Tara Kelley,277945,Marketing,Dispensing optician,Part-time,Permanent,32,28.65940027,2020-06-07,Manager 31,2,,Male,Group c,60,,North,2023-09-01
Kelly Herrera DDS,956337,IT,Financial controller,Part-time,Temporary,24,26.85314962,2020-06-09,Manager 18,25,,Male,Group A,24,,South,2023-09-01
Christopher Clark,934619,Business Management,Herpetologist,Contractor,Temporary,40,41.25130571,2020-06-11,Manager 41,34,Voluntary,Male,Group E,23,2023-03-23,Central,2023-09-01
Vanessa Mack,460728,Marketing,Video editor,Contractor,Temporary,32,71.17464514,2020-06-12,Manager 1,19,,Male,Group E,26,,Northwest,2023-09-01
Steven Smith,909673,Legal,Mental health nurse,Contractor,Permanent,24,77.24919774,2020-06-12,Manager 1,19,Voluntary,Female,Group B,47,2023-03-06,South,2023-09-01
Antonio Mendoza,166445,Business Management,Health promotion specialist,Full-time,Temporary,40,36.10478883,2020-06-15,Manager 23,27,,Female,Group B,54,,Northwest,2023-09-01
Whitney Vasquez,775817,Accounting,"Designer, exhibition/display",Full-time,Temporary,40,37.41900419,2020-06-15,Manager 22,47,,Male,Group A,67,,East,2023-09-01
Betty Henry,435499,Marketing,Youth worker,Full-time,Permanent,40,72.4701342,2020-06-17,Manager 25,26,,Female,Group E,39,,North,2023-09-01
Jessica Sanchez,590840,Marketing,Commercial horticulturist,Part-time,Temporary,24,37.8503799,2020-06-17,Manager 20,23,Voluntary,Male,Group A,47,2021-05-20,North,2023-09-01
Matthew Henson,302692,IT,"Accountant, chartered management",Part-time,Temporary,32,44.93822586,2020-06-18,Manager 14,49,,Female,Group E,37,,Midwest,2023-09-01
Amy Walker,467409,Logistics,Travel agency manager,Full-time,Temporary,40,33.45141241,2020-06-19,Manager 13,37,,Male,Group E,61,,East,2023-09-01
Amy Greene,176275,IT,Press photographer,Part-time,Permanent,24,22.04572097,2020-06-20,Manager 50,28,,Female,Group D,67,,East,2023-09-01
Michael Murphy,603269,Logistics,Trading standards officer,Contractor,Temporary,32,28.58993969,2020-06-23,Manager 17,4,Voluntary,Male,Group A,38,2022-01-31,Midwest,2023-09-01
Kenneth Hatfield,110561,Business Management,"Conservator, museum/gallery",Full-time,Temporary,40,23.75569765,2020-06-25,Manager 50,28,,Female,Group B,30,,Midwest,2023-09-01
Margaret Martinez,440672,Sales,Advice worker,Part-time,Permanent,24,37.61584506,2020-06-25,Manager 13,37,,Female,Group c,61,,North,2023-09-01
Matthew Stewart,868684,Sales,Animator,Full-time,Temporary,40,68.89008675,2020-06-28,Manager 24,22,,Male,Group E,25,,Northwest,2023-09-01
Joseph Smith,658354,Logistics,Professor Emeritus,Part-time,Permanent,32,66.46238862,2020-06-29,Manager 18,25,,Female,Group B,60,,South,2023-09-01
Carrie Walker,550078,Business Management,Air traffic controller,Part-time,Permanent,32,50.94513862,2020-07-02,Manager 22,47,Involuntary,Male,Group A,40,2022-03-30,Central,2023-09-01
Matthew Mckee,713937,Accounting,Land,Part-time,Temporary,32,45.92412172,2020-07-02,Manager 14,49,,Male,Group c,66,,South,2023-09-01
Jessica Hernandez,908145,Production,Broadcast journalist,Full-time,Permanent,40,23.45360949,2020-07-02,Manager 14,49,,Male,Group B,49,,East,2023-09-01
Monique Brock,570754,HR,Local government officer,Part-time,Temporary,24,49.45558594,2020-07-04,Manager 31,2,Involuntary,Male,Group A,49,2021-06-08,Northwest,2023-09-01
John Roberts,811890,Production,Barrister,Contractor,Permanent,32,23.53717564,2020-07-05,Manager 30,20,Voluntary,Male,Group E,30,2022-02-15,Midwest,2023-09-01
Anthony Faulkner,825112,IT,Social researcher,Contractor,Temporary,40,46.83567289,2020-07-05,Manager 16,8,Involuntary,Female,Group D,27,2021-01-26,Central,2023-09-01
David Perez,932125,Legal,"Therapist, horticultural",Part-time,Temporary,32,48.32827048,2020-07-05,Manager 10,41,Involuntary,Male,Group B,32,2021-08-21,Northwest,2023-09-01
Trevor Jimenez,124643,HR,Manufacturing systems engineer,Contractor,Permanent,24,89.93021424,2020-07-09,Manager 31,2,,Female,Group B,31,,Central,2023-09-01
Mr. Brandon Rodgers,202446,Legal,Veterinary surgeon,Part-time,Temporary,32,45.98800385,2020-07-09,Manager 44,21,Voluntary,Female,Group A,32,2022-10-15,South,2023-09-01
Ryan Anderson,703442,HR,Management consultant,Part-time,Permanent,32,81.02653132,2020-07-09,Manager 25,26,,Female,Group c,67,,Central,2023-09-01
Terri Smith,495806,Tech,Restaurant manager,Part-time,Temporary,32,68.92185598,2020-07-11,Manager 21,45,,Female,Group A,34,,South,2023-09-01
Richard Griffin,895285,IT,Building surveyor,Part-time,Permanent,24,76.73126201,2020-07-11,Manager 41,34,,Female,Group D,36,,Central,2023-09-01
Steven Johnson,596647,Legal,"Librarian, academic",Full-time,Temporary,40,79.21022313,2020-07-12,Manager 28,6,,Male,Group A,60,,Central,2023-09-01
Christopher Doyle,203959,Business Management,Financial trader,Part-time,Temporary,32,73.73216549,2020-07-14,Manager 9,48,,Female,Group E,43,,East,2023-09-01
Amanda Black,484853,HR,"Lecturer, higher education",Contractor,Temporary,40,63.60347316,2020-07-16,Manager 11,16,,Female,Group A,65,,Midwest,2023-09-01
Christine Roberts,926617,Marketing,Armed forces operational officer,Part-time,Temporary,24,53.30968377,2020-07-16,Manager 44,21,Involuntary,Female,Group c,27,2021-07-22,East,2023-09-01
Mr. Christopher Daniels,817532,IT,"Engineer, site",Full-time,Permanent,40,68.61059048,2020-07-17,Manager 8,17,,Male,Group D,31,,Midwest,2023-09-01
Christopher Grant,412012,Business Management,Systems developer,Contractor,Temporary,24,59.26395412,2020-07-18,Manager 47,3,,Female,Group E,40,,Central,2023-09-01
Jason Stewart,686581,Tech,Building services engineer,Full-time,Temporary,40,63.45336135,2020-07-20,Manager 7,31,Involuntary,Male,Group B,28,2020-11-19,North,2023-09-01
Scott Young,419081,Tech,Proofreader,Part-time,Permanent,24,36.88153361,2020-07-22,Manager 13,37,,Female,Group D,50,,Central,2023-09-01
Pamela White,694377,Logistics,Operations geologist,Part-time,Permanent,24,30.13607721,2020-07-22,Manager 6,50,,Male,Group D,39,,Central,2023-09-01
Karen Nichols,479482,Accounting,"Conservation officer, historic buildings",Part-time,Temporary,24,75.77084667,2020-07-23,Manager 22,47,,Female,Group B,37,,Northwest,2023-09-01
Dennis Thompson,421545,HR,Personnel officer,Full-time,Permanent,40,55.73307015,2020-07-24,Manager 23,27,,Male,Group B,51,,Central,2023-09-01
Natalie Williams,810071,Marketing,Research scientist (maths),Contractor,Permanent,32,33.47223202,2020-07-26,Manager 5,13,Involuntary,Male,Group B,35,2020-12-16,Midwest,2023-09-01
Sarah Graham,543091,Production,Mudlogger,Part-time,Temporary,32,51.99135908,2020-07-27,Manager 8,17,,Male,Group c,61,,North,2023-09-01
Brian Robinson,146633,Tech,English as a second language teacher,Contractor,Temporary,32,72.05285746,2020-07-28,Manager 15,43,,Female,Group A,62,,South,2023-09-01
Katherine Dean,432578,Logistics,"Civil engineer, consulting",Part-time,Permanent,32,40.24013498,2020-07-28,Manager 2,40,Voluntary,Female,Group c,41,2023-03-23,South,2023-09-01
Rebecca Williams,837804,Accounting,Trading standards officer,Full-time,Temporary,40,44.84410469,2020-07-31,Manager 40,18,,Female,Group E,33,,Northwest,2023-09-01
Kyle Munoz,992163,IT,Merchant navy officer,Contractor,Permanent,32,82.60928356,2020-07-31,Manager 34,10,Voluntary,Female,Group B,39,2023-03-06,North,2023-09-01
Don Merritt,884707,Accounting,Dramatherapist,Contractor,Temporary,40,86.7225546,2020-08-03,Manager 48,42,,Male,Group A,38,,Central,2023-09-01
Amanda Levy,212794,Sales,Medical illustrator,Part-time,Temporary,24,64.33659324,2020-08-05,Manager 3,14,Voluntary,Male,Group c,36,2021-04-06,South,2023-09-01
Jeremy Brown,718619,Logistics,Oceanographer,Part-time,Temporary,24,42.04949753,2020-08-12,Manager 9,48,,Female,Group A,40,,North,2023-09-01
Ashley Wood,316802,IT,Trade mark attorney,Contractor,Permanent,24,25.42040464,2020-08-15,Manager 25,26,,Female,Group A,21,,East,2023-09-01
Amy Alexander,366639,HR,Accounting technician,Full-time,Permanent,40,21.24378719,2020-08-15,Manager 39,35,,Female,Group B,59,,Central,2023-09-01
David Woodard,701379,Production,"Clinical scientist, histocompatibility and immunogenetics",Full-time,Permanent,40,22.43575311,2020-08-15,Manager 23,27,Voluntary,Male,Group B,67,2022-04-13,Northwest,2023-09-01
Jerry Lewis,524099,Production,"Producer, radio",Contractor,Permanent,24,54.56852748,2020-08-16,Manager 18,25,,Female,Group D,47,,Midwest,2023-09-01
Elizabeth Lane,982259,Tech,"Psychotherapist, child",Part-time,Temporary,24,78.53675452,2020-08-17,Manager 5,13,,Female,Group E,52,,Central,2023-09-01
John Brewer,409756,IT,Social worker,Part-time,Permanent,32,45.62615568,2020-08-18,Manager 8,17,,Male,Group D,53,,Midwest,2023-09-01
Adam Black,443967,Logistics,Sports development officer,Part-time,Temporary,32,52.99078657,2020-08-20,Manager 12,24,,Male,Group E,47,,Midwest,2023-09-01
Bryan Andrews,560566,Marketing,English as a foreign language teacher,Part-time,Temporary,32,84.05477705,2020-08-24,Manager 5,13,Involuntary,Female,Group A,42,2022-11-04,East,2023-09-01
Steven Farmer,187425,Production,Secondary school teacher,Part-time,Temporary,32,55.98793009,2020-08-26,Manager 16,8,Involuntary,Male,Group A,26,2021-12-06,Northwest,2023-09-01
Linda Gomez,248708,Logistics,"Administrator, local government",Full-time,Permanent,40,33.41048697,2020-08-27,Manager 14,49,,Female,Group D,25,,South,2023-09-01
Phyllis Estrada,398821,Accounting,"Engineer, automotive",Contractor,Permanent,32,77.20555187,2020-08-28,Manager 5,13,,Male,Group c,38,,Central,2023-09-01
Felicia Moore,974101,Production,Consulting civil engineer,Part-time,Temporary,24,28.38187007,2020-08-28,Manager 25,26,Voluntary,Female,Group E,43,2021-12-28,Midwest,2023-09-01
Brandon Lara,543197,Business Management,Firefighter,Contractor,Temporary,32,69.61429592,2020-08-29,Manager 28,6,,Male,Group D,24,,East,2023-09-01
Adrian Hernandez,789211,IT,Facilities manager,Part-time,Temporary,32,49.27680002,2020-08-30,Manager 49,36,,Male,Group B,27,,Northwest,2023-09-01
Thomas Ward,959746,Business Management,"Teacher, secondary school",Contractor,Permanent,40,78.00416328,2020-09-04,Manager 23,27,Involuntary,Male,Group B,55,2022-10-06,Central,2023-09-01
Kelly Campbell,640024,Tech,Licensed conveyancer,Full-time,Temporary,40,40.61070451,2020-09-05,Manager 3,14,Involuntary,Female,Group c,65,2021-02-18,Midwest,2023-09-01
